event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_name,admin_division_name,longitude,latitude,state_normalized,district,district_state,district_state_code,district_code,district_lgd,state_lgd,rainfall_7d,rainfall_48h,rainfall_24h,average_humidity_24h,soil_moisture,landslide,elevation,slope
NEG_0322,2007-05-23 00:00:00,,,,,,,90.26056813366624,25.486355383062634,,West Garo Hills,,,,,,80.6,9.7,3.9,94.58,0.481,0,871.0,16.51
NEG_0235,2011-08-13 08:00:00,,,,,,,93.97049516069173,27.336896983588584,,Papum Pare,,,,,,77.0,21.1,16.4,85.25,0.439,0,458.0,27.01
NEG_0250,2013-08-04 00:00:00,,,,,,,94.3891634100532,25.424798424539777,,Senapati,,,,,,57.9,19.0,4.4,91.42,0.497,0,818.0,1.54
9335,2016-05-18 08:00:00,landslide,continuous_rain,unknown,unknown,India,Assam,92.7239,24.5202,Assam,Hailakandi,Assam,18.0,318.0,289.0,18.0,81.8,28.5,23.0,85.88,0.423,1,39.0,0.82
NEG_0168,2012-06-25 18:00:00,,,,,,,94.05529016055948,25.895842217408592,,Kohima,,,,,,78.8,28.2,13.3,89.54,0.445,0,707.0,18.0
1168,2009-09-17 00:00:00,landslide,rain,medium,unknown,India,Sikkim,88.6115,27.1954,Sikkim,Pakyong,Sikkim,11.0,801.0,741.0,11.0,117.2,13.0,7.4,89.0,0.399,1,487.0,6.09
NEG_0099,2008-08-14 00:00:00,,,,,,,94.071152579918,24.747441889047472,,Imphal East,,,,,,43.8,11.9,2.0,91.38,0.498,0,850.0,20.46
3837,2011-07-24 12:30:00,landslide,downpour,medium,unknown,India,Assam,93.0038,26.5836,Assam,Nagaon,Assam,18.0,305.0,297.0,18.0,218.7,48.6,9.9,87.46,0.514,1,68.0,0.26
4383,2012-06-03 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1265,25.3056,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,134.6,89.1,10.4,89.67,0.49,1,285.0,7.64
7660,2015-08-12 00:00:00,mudslide,continuous_rain,medium,below_road,India,Nagaland,94.1136,25.6237,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,183.1,35.3,11.4,87.38,0.493,1,1610.0,22.76
NEG_0128,2010-10-08 00:00:00,,,,,,,92.0046349995406,26.078770739481698,,Kamrup Metro,,,,,,56.7,43.9,34.4,94.58,0.471,0,271.0,4.75
NEG_0020,2012-06-13 00:00:00,,,,,,,90.922996053456,26.40352218698635,,Barpeta,,,,,,137.3,77.1,61.9,92.33,0.43,0,43.0,0.57
NEG_0038,2010-04-17 15:00:00,,,,,,,94.15480561540306,23.95860908872156,,Chandel,,,,,,5.7,5.5,3.5,70.29,0.358,0,278.0,17.65
NEG_0277,2009-09-17 00:00:00,,,,,,,93.60139744707465,25.17879774911693,,Tamenglong,,,,,,44.9,16.0,9.6,95.54,0.411,0,757.0,21.63
NEG_0326,2007-07-30 00:00:00,,,,,,,92.52152190974412,27.5599025343385,,West Kameng,,,,,,322.7,68.9,46.8,98.04,0.43,0,2896.0,26.64
868,2008-10-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.25,26.3333,Assam,Barpeta,Assam,18.0,303.0,280.0,18.0,69.7,63.2,0.0,84.38,0.464,1,42.0,0.0
NEG_0102,2016-07-01 00:00:00,,,,,,,93.85176018251728,24.59663000741551,,Imphal West,,,,,,93.1,67.7,49.8,95.08,0.403,0,768.0,0.0
NEG_0320,2014-05-08 00:00:00,,,,,,,90.18380852985791,25.461683920804717,,West Garo Hills,,,,,,217.0,60.5,44.5,90.92,0.474,0,105.0,5.74
2166,2010-07-29 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.5027,24.9786,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,51.9,5.5,2.8,86.75,0.409,1,1295.0,14.26
NEG_0108,2012-09-16 00:00:00,,,,,,,94.26349714108606,24.682820401434338,,Kamjong,,,,,,124.5,70.4,19.7,99.33,0.424,0,1296.0,23.58
NEG_0224,2015-08-01 00:00:00,,,,,,,93.50227398466278,24.74524628098301,,Noney,,,,,,185.0,116.9,74.1,99.58,0.429,0,836.0,38.95
3925,2011-08-15 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,93.0153,27.4888,Arunachal Pradesh,East Kameng,Arunachal Pradesh,12.0,247.0,231.0,12.0,129.8,44.3,25.2,96.62,0.43,1,524.0,12.96
NEG_0076,2014-06-26 23:00:00,,,,,,,95.29871744024324,27.97064255375316,,East Siang,,,,,,96.5,15.7,0.5,81.58,0.481,0,156.0,1.93
NEG_0141,2016-07-14 00:00:00,,,,,,,91.83801933453744,26.15016699660134,,Kamrup Metro,,,,,,135.9,24.4,10.3,88.42,0.46,0,58.0,1.18
NEG_0178,2015-06-24 00:00:00,,,,,,,92.80569926645548,24.13936616499024,,Kolasib,,,,,,98.0,37.8,23.3,97.04,0.414,0,597.0,25.98
6143,2014-07-14 18:00:00,landslide,downpour,medium,unknown,India,Mizoram,92.7463,23.7327,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,115.9,73.0,47.0,92.96,0.423,1,846.0,25.94
5268,2013-08-04 00:00:00,landslide,continuous_rain,medium,unknown,India,Nāgāland,94.5163,26.0137,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,34.4,12.5,1.3,89.46,0.46,1,1715.0,4.26
NEG_0062,2011-07-16 00:00:00,,,,,,,92.34922763571464,25.121515327598132,,East Jaintia Hills,,,,,,61.0,16.6,8.2,90.88,0.501,0,454.0,26.45
NEG_0321,2015-08-26 00:00:00,,,,,,,90.13084533388364,25.78371178630759,,West Garo Hills,,,,,,145.7,29.6,15.7,92.54,0.407,0,133.0,4.2
2044,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,India,Nāgāland,94.7861,25.8877,Nagaland,Kiphire,Nagaland,13.0,269.0,614.0,13.0,90.3,16.5,3.8,87.88,0.494,1,1160.0,5.93
4435,2012-06-25 00:00:00,landslide,downpour,large,unknown,India,Arunāchal Pradesh,95.8011,27.174,Arunachal Pradesh,Changlang,Arunachal Pradesh,12.0,253.0,229.0,12.0,220.4,62.2,41.1,93.04,0.52,1,295.0,0.58
6285,2014-09-22 00:00:00,landslide,rain,small,above_road,India,Assam,91.8178,26.159,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,128.7,86.3,27.7,92.33,0.48,1,68.0,9.46
NEG_0058,2015-09-14 03:10:00,,,,,,,92.87282269879178,25.105829691989943,,Dima Hasao,,,,,,45.2,13.3,9.0,88.58,0.46,0,347.0,19.63
NEG_0306,2015-08-19 09:00:00,,,,,,,94.3261489459818,24.92043328322707,,Ukhrul,,,,,,22.0,7.0,3.6,89.25,0.392,0,1369.0,27.35
8222,2016-06-22 12:00:00,mudslide,downpour,medium,natural_slope,India,Assam,91.7825,26.1961,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,139.6,7.0,3.8,89.25,0.485,1,142.0,19.09
NEG_0290,2010-06-03 05:00:00,,,,,,,91.6376465074493,27.834399952429195,,Tawang,,,,,,64.5,30.2,22.9,95.38,0.424,0,3782.0,18.35
NEG_0137,2010-07-29 00:00:00,,,,,,,92.03811385859126,26.095408615085603,,Kamrup Metro,,,,,,113.9,20.8,8.1,81.0,0.504,0,233.0,20.6
NEG_0119,2016-07-14 00:00:00,,,,,,,92.10329899118084,26.060371003934858,,Kamrup Metro,,,,,,195.6,88.8,33.2,88.96,0.46,0,445.0,2.76
NEG_0188,2011-07-29 00:00:00,,,,,,,96.42650469390352,27.93666836918718,,Lohit,,,,,,90.2,23.3,8.2,88.33,0.492,0,843.0,14.5
2578,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.0462,25.3179,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,76.2,47.8,28.1,98.38,0.433,1,996.0,7.37
NEG_0212,2010-06-16 00:00:00,,,,,,,88.4790227809207,27.171500457259803,,Namchi,,,,,,119.9,9.2,6.0,86.83,0.408,0,1125.0,29.99
3663,2011-06-28 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1099,25.6682,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,108.8,48.8,29.2,94.46,0.494,1,1439.0,7.26
7699,2015-08-19 00:00:00,landslide,continuous_rain,medium,unknown,India,Nagaland,94.5224,26.0214,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,62.9,20.3,10.3,88.92,0.493,1,1603.0,24.27
2343,2010-08-27 16:30:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1327,25.4786,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,59.0,10.1,6.4,92.0,0.482,1,1738.0,13.23
4411,2012-06-14 04:00:00,landslide,downpour,medium,unknown,India,Sikkim,88.6065,27.339,Sikkim,Gangtok,Sikkim,11.0,244.0,225.0,11.0,72.4,23.3,11.7,87.29,0.435,1,1487.0,19.49
NEG_0174,2012-06-03 00:00:00,,,,,,,94.14726496525924,25.58044842937121,,Kohima,,,,,,133.1,44.5,16.5,93.0,0.491,0,1478.0,16.34
NEG_0177,2011-07-15 18:00:00,,,,,,,92.66873531354244,24.060097371798214,,Kolasib,,,,,,23.8,6.8,3.2,87.17,0.393,0,640.0,30.72
NEG_0023,2014-09-22 00:00:00,,,,,,,92.99352285150827,24.787519737577338,,Cachar,,,,,,44.2,13.2,5.3,89.88,0.488,0,30.0,1.03
3525,2011-05-22 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.4093,25.0672,Assam,Tamenglong,Manipur,14.0,273.0,258.0,14.0,92.9,41.9,17.4,99.83,0.426,1,460.0,21.06
2422,2010-09-13 00:00:00,landslide,downpour,medium,urban,India,Mizoram,92.7141905,23.74182634,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,93.08,0.413,1,929.0,26.86
NEG_0294,2016-07-19 00:00:00,,,,,,,93.90797571312297,24.56686246390578,,Thoubal,,,,,,54.5,5.4,0.0,89.42,0.395,0,771.0,0.99
NEG_0251,2009-08-26 00:00:00,,,,,,,94.05547049843874,25.453872441130567,,Senapati,,,,,,118.3,19.1,6.9,85.12,0.481,0,1553.0,28.35
NEG_0143,2010-07-06 00:00:00,,,,,,,91.99337670135074,26.11430799445137,,Kamrup Metro,,,,,,181.4,34.3,13.1,88.75,0.513,0,65.0,10.44
5582,2013-10-06 12:45:00,landslide,downpour,medium,unknown,India,Assam,91.8383,26.1309,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,70.1,23.0,13.6,92.92,0.512,1,96.0,15.6
NEG_0234,2012-06-20 00:00:00,,,,,,,93.55950336378372,27.3244701864772,,Papum Pare,,,,,,235.1,34.1,8.4,93.12,0.436,0,1810.0,13.29
6112,2014-06-28 09:00:00,landslide,rain,medium,unknown,India,Assam,91.7652,26.1964,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,168.4,34.9,7.1,89.54,0.442,1,78.0,4.56
NEG_0069,2007-05-23 00:00:00,,,,,,,92.96005449265336,27.507295852250824,,East Kameng,,,,,,66.3,45.3,36.3,95.83,0.429,0,884.0,33.29
2567,2010-10-08 00:00:00,complex,downpour,medium,unknown,India,Manipur,94.4703,25.6633,Manipur,Meluri,Nagaland,13.0,847.0,788.0,13.0,60.4,38.9,23.7,93.46,0.496,1,1443.0,3.31
NEG_0088,2014-09-08 00:00:00,,,,,,,88.48202668449484,27.3039058204521,,Gangtok,,,,,,72.1,39.9,8.4,89.0,0.422,0,1660.0,23.25
NEG_0095,2013-05-11 00:00:00,,,,,,,92.580004961311,24.254731700159393,,Hailakandi,,,,,,219.7,50.6,19.0,96.21,0.412,0,580.0,21.8
2423,2010-09-13 00:00:00,landslide,downpour,medium,above_road,India,Mizoram,92.71060943,23.73504471,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,41.7,9.4,5.3,93.04,0.413,1,977.0,15.03
NEG_0299,2013-06-07 00:00:00,,,,,,,94.69440220256791,26.25328879696378,,Tuensang,,,,,,66.6,31.4,12.8,92.29,0.498,0,1418.0,23.44
NEG_0014,2010-10-08 00:00:00,,,,,,,92.88194092287972,23.929336748201745,,Aizawl,,,,,,91.9,52.7,23.8,99.58,0.43,0,462.0,18.1
NEG_0267,2013-10-05 23:00:00,,,,,,,94.90960549424756,28.48518536549317,,Siang,,,,,,15.9,15.9,15.2,86.92,0.416,0,1042.0,30.93
2575,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Assam,92.9914,25.5242,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,106.0,80.6,50.4,98.75,0.437,1,147.0,15.37
4570,2012-09-19 00:00:00,landslide,downpour,medium,unknown,India,Arunāchal Pradesh,95.2253,27.8458,Arunachal Pradesh,East Siang,Arunachal Pradesh,12.0,251.0,232.0,12.0,198.2,51.8,22.9,92.58,0.515,1,134.0,0.26
NEG_0078,2010-10-08 00:00:00,,,,,,,95.38977848355344,28.018584362583223,,East Siang,,,,,,20.4,18.1,0.7,79.17,0.474,0,142.0,0.26
NEG_0071,2016-06-12 00:00:00,,,,,,,91.52279411743834,25.264530643423267,,East Khasi Hills,,,,,,136.9,28.6,20.4,93.83,0.459,0,1107.0,27.67
211,2007-08-26 00:00:00,mudslide,continuous_rain,medium,unknown,India,Manipur,93.55,24.9667,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,47.4,27.8,16.9,98.29,0.43,1,585.0,23.8
7371,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,94.0573,23.9939,Manipur,Chandel,Manipur,14.0,280.0,253.0,14.0,640.9,415.0,212.5,99.96,0.499,1,968.0,16.85
NEG_0006,2015-08-26 00:00:00,,,,,,,92.64451635891994,23.735613735768663,,Aizawl,,,,,,78.3,17.2,10.5,92.12,0.417,0,355.0,32.56
NEG_0245,2012-06-14 04:00:00,,,,,,,93.01401434775022,23.962346735382287,,Saitual,,,,,,40.6,4.3,1.7,81.83,0.375,0,769.0,30.78
2304,2010-08-21 18:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1211,25.5718,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,70.9,26.6,14.4,92.75,0.503,1,1649.0,21.35
NEG_0105,2016-06-22 12:00:00,,,,,,,93.12748067976376,24.75878611802888,,Jiribam,,,,,,191.5,14.6,8.6,84.75,0.416,0,44.0,9.25
NEG_0295,2010-09-13 00:00:00,,,,,,,94.02228744588282,24.66618650755223,,Thoubal,,,,,,30.8,7.6,5.0,89.79,0.497,0,783.0,0.77
NEG_0173,2008-08-19 00:00:00,,,,,,,94.16790756249992,25.846363500016206,,Kohima,,,,,,142.1,36.6,19.7,90.67,0.472,0,1448.0,15.73
NEG_0074,2014-09-22 00:00:00,,,,,,,92.04884666531528,25.583265815514885,,East Khasi Hills,,,,,,120.3,65.2,36.4,94.54,0.474,0,1127.0,33.61
NEG_0097,2015-08-27 00:00:00,,,,,,,92.51896690186648,24.714566716892843,,Hailakandi,,,,,,116.4,14.1,12.5,87.92,0.52,0,24.0,1.03
NEG_0340,2007-09-11 00:00:00,,,,,,,94.27156651835004,25.84510577620573,,Zunheboto,,,,,,198.2,44.4,8.4,88.38,0.502,0,954.0,31.66
5273,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.5497,26.1807,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,68.2,20.7,3.8,90.04,0.492,1,1658.0,5.73
NEG_0197,2013-09-01 18:00:00,,,,,,,94.35912945374795,26.494381781198214,,Mokokchung,,,,,,70.3,6.3,1.3,86.42,0.484,0,218.0,3.87
NEG_0003,2014-09-24 00:00:00,,,,,,,92.86517296821184,23.934033695117968,,Aizawl,,,,,,53.4,9.0,9.0,90.46,0.416,0,659.0,12.03
NEG_0118,2012-06-14 04:00:00,,,,,,,91.84686146737852,26.209640112159445,,Kamrup Metro,,,,,,64.1,11.5,3.8,89.62,0.488,0,50.0,1.57
1987,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Assam,93.1658,25.2269,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,160.2,15.4,5.7,92.96,0.514,1,396.0,2.06
4403,2012-06-10 00:00:00,landslide,downpour,very_large,unknown,India,Manipur,93.5444,24.8142,Manipur,Tamenglong,Manipur,14.0,273.0,258.0,14.0,39.2,4.6,4.1,84.71,0.391,1,562.0,24.02
1771,2010-04-20 00:00:00,landslide,downpour,medium,unknown,India,Assam,91.7665,26.1978,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,132.9,55.1,24.8,95.17,0.479,1,92.0,8.24
NEG_0240,2014-09-08 00:00:00,,,,,,,93.18061399151958,24.120320504229376,,Pherzawl,,,,,,145.4,50.8,34.2,96.21,0.418,0,1299.0,28.27
9186,2016-07-25 12:30:00,landslide,continuous_rain,medium,above_road,India,Manipur,94.1383,25.48,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,73.6,28.1,22.0,99.5,0.503,1,1721.0,7.11
9404,2016-05-01 00:00:00,landslide,downpour,medium,above_road,India,Arunachal Pradesh,96.5316,28.0822,Arunachal Pradesh,Anjaw,Arunachal Pradesh,12.0,260.0,628.0,12.0,127.5,13.9,5.2,69.62,0.423,1,543.0,24.2
4857,2013-05-11 09:00:00,landslide,rain,large,unknown,India,Mizoram,92.7175,23.7281,Mizoram,Aizawl,Mizoram,15.0,283.0,261.0,15.0,82.2,15.2,6.2,89.67,0.399,1,1080.0,26.07
NEG_0049,2008-06-15 00:00:00,,,,,,,93.3968749363575,25.42595693853939,,Dima Hasao,,,,,,73.0,6.7,4.1,87.25,0.499,0,401.0,5.97
NEG_0124,2010-04-20 00:00:00,,,,,,,92.00389067188668,26.12317155205159,,Kamrup Metro,,,,,,47.0,31.8,13.9,95.25,0.508,0,52.0,1.38
731,2008-08-19 00:00:00,mudslide,downpour,medium,unknown,India,Nāgāland,94.25,26.138,Nagaland,Wokha,Nagaland,13.0,264.0,250.0,13.0,86.8,33.8,23.8,88.92,0.501,1,1021.0,12.75
5107,2013-07-15 00:00:00,landslide,rain,medium,unknown,India,Nāgāland,94.1139,25.6269,Nagaland,Kohima,Nagaland,13.0,270.0,245.0,13.0,84.8,25.0,14.4,91.79,0.48,1,1558.0,12.45
NEG_0026,2012-06-25 18:00:00,,,,,,,93.23920438710424,24.960547966350475,,Cachar,,,,,,125.1,43.7,31.9,99.17,0.425,0,180.0,13.76
6331,2014-09-08 00:00:00,mudslide,unknown,medium,unknown,India,Nagaland,94.6279,25.9466,Nagaland,Kiphire,Nagaland,13.0,269.0,614.0,13.0,22.8,9.5,9.0,87.0,0.51,1,1376.0,30.52
7336,2015-08-19 09:00:00,landslide,continuous_rain,medium,above_road,India,Meghalaya,90.5549,25.2193,Meghalaya,South Garo Hills,Meghalaya,17.0,295.0,277.0,17.0,144.9,82.8,42.0,98.38,0.508,1,249.0,14.59
5275,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,India,Nāgāland,94.6055,26.1498,Nagaland,Zunheboto,Nagaland,13.0,263.0,251.0,13.0,68.2,20.7,3.8,90.0,0.492,1,1721.0,18.58
3683,2011-07-01 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.1739,25.8782,Nagaland,Tseminyu,Nagaland,13.0,817.0,757.0,13.0,146.3,51.7,26.6,89.62,0.511,1,1357.0,9.22
NEG_0055,2015-08-01 00:00:00,,,,,,,93.13584351131615,25.36266242521681,,Dima Hasao,,,,,,113.5,81.6,63.5,99.54,0.508,0,232.0,7.26
1596,2010-03-27 20:00:00,mudslide,downpour,medium,unknown,India,Manipur,93.9161,24.7339,Manipur,Imphal West,Manipur,14.0,277.0,256.0,14.0,0.0,0.0,0.0,61.21,0.168,1,886.0,9.01
7778,2015-08-26 00:00:00,mudslide,continuous_rain,medium,above_road,India,Mizoram,93.0514,23.8447,Mizoram,Saitual,Mizoram,15.0,794.0,727.0,15.0,89.7,17.4,7.2,92.33,0.419,1,1053.0,27.31
1954,2010-06-07 00:00:00,landslide,rain,medium,unknown,India,Manipur,93.5039,24.7543,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,47.3,11.5,2.0,86.0,0.412,1,422.0,19.06
NEG_0093,2016-07-14 00:00:00,,,,,,,88.30856766497962,27.4074047025164,,Gyalshing,,,,,,113.7,49.2,13.2,95.62,0.428,0,1895.0,11.72
7728,2015-08-22 09:00:00,landslide,continuous_rain,medium,above_road,India,Assam,91.8806,26.1028,Assam,Kamrup Metro,Assam,18.0,322.0,618.0,18.0,289.5,106.7,21.6,94.0,0.482,1,151.0,10.56
NEG_0070,2015-08-26 00:00:00,,,,,,,91.99419590013676,25.611595006744253,,East Khasi Hills,,,,,,212.2,16.1,9.0,92.88,0.482,0,1158.0,24.43
NEG_0266,2011-07-22 00:00:00,,,,,,,94.44476384643214,28.80923011171289,,Siang,,,,,,81.8,21.5,10.2,93.12,0.429,0,4092.0,20.89
2577,2010-10-09 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,93.8673,25.5265,Nagaland,Senapati,Manipur,14.0,272.0,257.0,14.0,82.1,46.0,27.1,98.0,0.431,1,1354.0,14.34
NEG_0057,2015-07-22 00:00:00,,,,,,,92.72378931369168,25.198044501157,,Dima Hasao,,,,,,371.1,83.2,49.7,90.71,0.481,0,1196.0,9.5
NEG_0200,2013-08-04 00:00:00,,,,,,,94.5131204298741,26.22219625769654,,Mokokchung,,,,,,68.2,20.7,3.8,89.42,0.493,0,860.0,13.26
NEG_0192,2015-07-22 00:00:00,,,,,,,92.52277455830588,23.87730999569801,,Mamit,,,,,,147.0,54.6,16.4,92.62,0.424,0,90.0,9.88
3916,2011-08-13 08:00:00,mudslide,downpour,medium,unknown,India,Assam,93.8067,25.7713,Assam,Chumoukedima,Nagaland,13.0,818.0,758.0,13.0,231.5,44.0,22.7,85.71,0.457,1,235.0,5.16
NEG_0282,2007-08-28 00:00:00,,,,,,,93.81996521162029,25.28009327806397,,Tamenglong,,,,,,176.9,125.2,18.4,97.08,0.422,0,1977.0,10.11
NEG_0180,2013-08-17 23:00:00,,,,,,,93.0882396443273,28.13125357665081,,Kurung Kumey,,,,,,43.3,5.3,3.7,85.88,0.404,0,2793.0,39.55
NEG_0285,2010-09-13 00:00:00,,,,,,,93.3790368803608,24.97085370928477,,Tamenglong,,,,,,41.5,15.3,12.7,92.92,0.415,0,692.0,17.58
NEG_0187,2013-05-11 00:00:00,,,,,,,96.70742945746152,27.80577012784163,,Lohit,,,,,,56.8,13.6,9.3,91.46,0.434,0,3563.0,38.74
NEG_0041,2007-09-11 00:00:00,,,,,,,93.6359557483935,25.77037212334036,,Chumoukedima,,,,,,171.8,24.3,6.5,84.75,0.486,0,176.0,0.77
NEG_0324,2010-10-09 00:00:00,,,,,,,90.41498194457104,25.97033156716129,,West Garo Hills,,,,,,121.2,109.0,96.3,95.58,0.428,0,49.0,0.38
NEG_0164,2012-06-20 00:00:00,,,,,,,94.05259320672806,25.609757193163535,,Kohima,,,,,,128.6,23.3,13.0,91.0,0.5,0,2077.0,29.57
3532,2011-05-24 00:00:00,complex,downpour,medium,unknown,India,Assam,92.8551,25.0888,Assam,Dima Hasao,Assam,18.0,315.0,299.0,18.0,220.0,89.1,32.5,95.0,0.495,1,244.0,10.89
NEG_0096,2010-07-06 00:00:00,,,,,,,92.58150958549308,24.695346654955483,,Hailakandi,,,,,,167.0,17.4,13.1,86.0,0.481,0,26.0,1.41
NEG_0151,2015-07-31 23:00:00,,,,,,,93.24276687121852,23.73351803736364,,Khawzawl,,,,,,306.0,75.7,61.3,99.96,0.427,0,873.0,7.78
6513,2014-08-14 23:00:00,mudslide,downpour,medium,unknown,India,Tripura,91.7174,23.0137,Tripura,South Tripura,Tripura,16.0,290.0,271.0,16.0,78.1,26.6,14.3,93.25,0.492,1,21.0,4.0
9464,2016-08-05 00:00:00,landslide,downpour,medium,unknown,India,Arunachal Pradesh,91.9754,27.5754,Arunachal Pradesh,Tawang,Arunachal Pradesh,12.0,245.0,238.0,12.0,47.9,3.9,2.6,85.0,0.409,1,2379.0,19.9
NEG_0254,2015-07-31 09:00:00,,,,,,,93.82486595124615,25.546103501677525,,Senapati,,,,,,106.3,23.0,13.6,86.54,0.494,0,925.0,28.53
NEG_0028,2015-06-16 00:00:00,,,,,,,94.01540834806936,24.34633430615902,,Chandel,,,,,,81.7,22.4,11.8,88.67,0.489,0,935.0,9.52
3912,2011-08-12 00:00:00,landslide,rain,medium,unknown,India,Arunāchal Pradesh,92.2833,27.44,Arunachal Pradesh,West Kameng,Arunachal Pradesh,12.0,246.0,242.0,12.0,160.7,8.7,3.1,83.92,0.407,1,2580.0,29.78
NEG_0233,2010-08-27 16:30:00,,,,,,,93.3648299710322,27.27284032801899,,Papum Pare,,,,,,176.9,21.0,12.2,95.42,0.427,0,1862.0,15.3
1986,2010-06-15 00:00:00,landslide,downpour,medium,unknown,India,Nāgāland,94.5512,26.3335,Nagaland,Mokokchung,Nagaland,13.0,262.0,246.0,13.0,67.2,25.6,12.6,89.58,0.465,1,1356.0,7.84
NEG_0065,2015-08-19 00:00:00,,,,,,,92.22955440361577,25.21619299187468,,East Jaintia Hills,,,,,,250.9,120.4,67.7,99.79,0.52,0,260.0,11.85
NEG_0271,2015-09-14 01:30:00,,,,,,,89.94799498836657,25.37209267285104,,South West Garo Hills,,,,,,27.3,5.6,5.6,82.33,0.434,0,104.0,4.53
NEG_0013,2011-06-28 00:00:00,,,,,,,92.90923360605434,24.06770022415593,,Aizawl,,,,,,82.5,39.9,22.6,96.42,0.421,0,706.0,26.81
9232,2016-07-28 23:00:00,landslide,continuous_rain,medium,unknown,India,Mizoram,93.3783,23.5397,Mizoram,Champhai,Mizoram,15.0,284.0,262.0,15.0,59.2,26.1,16.0,90.42,0.418,1,1582.0,23.7
7665,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,India,Manipur,93.5291,24.7016,Manipur,Noney,Manipur,14.0,771.0,714.0,14.0,94.9,20.3,11.6,96.67,0.419,1,664.0,18.25
NEG_0031,2010-07-21 08:00:00,,,,,,,94.00932267294522,24.233060213456955,,Chandel,,,,,,80.3,29.7,16.1,96.67,0.461,0,1112.0,18.65
NEG_0039,2016-06-12 23:00:00,,,,,,,96.24727533866576,27.554300585586216,,Changlang,,,,,,25.2,2.3,0.9,76.92,0.472,0,577.0,0.91
7266,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,India,Manipur,93.8794,25.5098,Manipur,Senapati,Manipur,14.0,272.0,257.0,14.0,178.5,66.8,31.1,98.58,0.431,1,1642.0,9.93
NEG_0311,2010-07-06 00:00:00,,,,,,,94.67324123130636,25.13996258731159,,Ukhrul,,,,,,106.0,36.0,10.4,92.67,0.443,0,2116.0,37.74
NEG_0310,2011-08-05 00:00:00,,,,,,,94.30163478926912,24.920004448937352,,Ukhrul,,,,,,46.3,22.2,13.9,92.71,0.422,0,925.0,24.46
NEG_0127,2011-07-19 00:00:00,,,,,,,91.82263649985448,26.189180295043307,,Kamrup Metro,,,,,,166.7,48.5,24.8,92.0,0.492,0,158.0,22.59
NEG_0002,2008-10-29 00:00:00,,,,,,,92.89814320478648,24.295396041516685,,Aizawl,,,,,,96.7,9.6,1.3,90.21,0.408,0,154.0,13.39
NEG_0160,2016-06-12 23:00:00,,,,,,,94.2315861767838,25.705501858903467,,Kohima,,,,,,115.1,22.1,7.8,90.75,0.496,0,709.0,20.67
NEG_0336,2011-09-23 00:00:00,,,,,,,94.3711490433543,25.927427423097686,,Zunheboto,,,,,,107.8,43.4,21.3,90.04,0.446,0,585.0,4.68
